ms,clock,threadId,clockAtArrival,sequenceNo,source,StockID,exchange,time,cum_volume,cum_amount,close,__origTickSeq,bid1p,bid2p,bid3p,bid4p,bid5p,bid1q,bid2q,bid3q,bid4q,bid5q,ask1p,ask2p,ask3p,ask4p,ask5p,ask1q,ask2q,ask3q,ask4q,ask5q,openPrice,numTrades
08:47:47.863782,1587602867864814,23994,1587602867861724,51285,24,2385,SZ,08:47:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:48:47.863782,1587602927864687,23994,1587602927862233,53335,24,2290,SZ,08:48:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:48:47.864782,1587602927865557,23994,1587602927862603,53453,24,2385,SZ,08:48:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:49:47.863781,1587602987864826,23994,1587602987862413,55512,24,2290,SZ,08:49:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:49:47.865781,1587602987866020,23994,1587602987862923,55679,24,2385,SZ,08:49:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:50:47.864781,1587603047865638,23994,1587603047863123,57711,24,2290,SZ,08:50:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:50:47.865781,1587603047866834,23994,1587603047863620,57878,24,2385,SZ,08:50:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:51:47.865781,1587603107866740,23994,1587603107864221,59971,24,2290,SZ,08:51:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:51:47.865781,1587603107866909,23994,1587603107864232,59994,24,2385,SZ,08:51:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:52:47.865781,1587603167866509,23994,1587603167864659,62050,24,2290,SZ,08:52:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:52:47.867781,1587603167868453,23994,1587603167865430,62295,24,2385,SZ,08:52:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:53:47.869780,1587603227870638,23994,1587603227865831,64436,24,2290,SZ,08:53:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:53:47.869780,1587603227870811,23994,1587603227865972,64459,24,2385,SZ,08:53:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:54:47.868780,1587603287869517,23994,1587603287866278,66590,24,2290,SZ,08:54:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:54:47.868780,1587603287869710,23994,1587603287866296,66613,24,2385,SZ,08:54:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:55:47.869780,1587603347870053,23994,1587603347867026,68787,24,2290,SZ,08:55:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:55:47.869780,1587603347870219,23994,1587603347867042,68810,24,2385,SZ,08:55:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:56:47.878779,1587603407879405,23994,1587603407879178,71089,24,2290,SZ,08:56:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:56:47.878779,1587603407879632,23994,1587603407879191,71112,24,2385,SZ,08:56:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:57:47.871779,1587603467872409,23994,1587603467868571,73152,24,2290,SZ,08:57:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:57:47.871779,1587603467872570,23994,1587603467868584,73175,24,2385,SZ,08:57:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:58:47.870779,1587603527871303,23994,1587603527869073,75262,24,2290,SZ,08:58:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:58:47.871779,1587603527872397,23994,1587603527869642,75416,24,2385,SZ,08:58:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:59:47.871779,1587603587872719,23994,1587603587869614,77506,24,2290,SZ,08:59:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
08:59:47.872779,1587603587873882,23994,1587603587870211,77669,24,2385,SZ,08:59:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:00:47.871778,1587603647872283,23994,1587603647870087,79593,24,2290,SZ,09:00:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:00:47.872778,1587603647873417,23994,1587603647870559,79753,24,2385,SZ,09:00:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:01:47.872778,1587603707873834,23994,1587603707871029,81911,24,2290,SZ,09:01:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:01:47.873778,1587603707873995,23994,1587603707871044,81934,24,2385,SZ,09:01:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:02:47.872778,1587603767873515,23994,1587603767871417,84000,24,2290,SZ,09:02:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:02:47.873778,1587603767874718,23994,1587603767871946,84158,24,2385,SZ,09:02:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:03:47.874778,1587603827875747,23994,1587603827872491,86302,24,2290,SZ,09:03:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:03:47.874778,1587603827875903,23994,1587603827872511,86325,24,2385,SZ,09:03:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:04:47.874777,1587603887875135,23994,1587603887873217,88413,24,2290,SZ,09:04:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:04:47.874777,1587603887875304,23994,1587603887873235,88436,24,2385,SZ,09:04:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:05:47.875777,1587603947876279,23994,1587603947873956,90635,24,2290,SZ,09:05:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:05:47.875777,1587603947876445,23994,1587603947873969,90658,24,2385,SZ,09:05:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:06:47.876777,1587604007877000,23994,1587604007874254,92783,24,2290,SZ,09:06:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:06:47.877777,1587604007878520,23994,1587604007874854,92998,24,2385,SZ,09:06:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:07:47.877776,1587604067877940,23994,1587604067875104,95007,24,2290,SZ,09:07:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:07:47.877776,1587604067878098,23994,1587604067875122,95030,24,2385,SZ,09:07:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:08:47.879776,1587604127880052,23994,1587604127875949,97249,24,2290,SZ,09:08:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:08:47.879776,1587604127880211,23994,1587604127875968,97272,24,2385,SZ,09:08:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:09:47.877776,1587604187878892,23994,1587604187876233,99320,24,2290,SZ,09:09:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:09:47.887776,1587604187888631,23994,1587604187888174,99631,24,2385,SZ,09:09:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:10:47.879776,1587604247880039,23994,1587604247877024,101604,24,2290,SZ,09:10:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:10:47.887776,1587604247888694,23994,1587604247888577,101771,24,2385,SZ,09:10:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:11:47.880775,1587604307881362,23994,1587604307877850,103756,24,2290,SZ,09:11:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:11:47.880775,1587604307881520,23994,1587604307877863,103779,24,2385,SZ,09:11:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:12:47.881775,1587604367882597,23994,1587604367878658,106040,24,2290,SZ,09:12:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:12:47.881775,1587604367882760,23994,1587604367878677,106063,24,2385,SZ,09:12:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:13:47.880775,1587604427881699,23994,1587604427879305,108177,24,2290,SZ,09:13:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:13:47.890775,1587604427891122,23994,1587604427890993,108344,24,2385,SZ,09:13:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:14:47.881774,1587604487882180,23994,1587604487879509,110308,24,2290,SZ,09:14:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:14:47.882774,1587604487883358,23994,1587604487880094,110475,24,2385,SZ,09:14:03.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:15:44.892774,1587604544893195,23994,1587604544893042,200610,24,2290,SZ,09:15:00.000,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0
09:15:44.892774,1587604544893741,23994,1587604544893260,200677,24,2385,SZ,09:15:00.000,0,0.0,0.0,0,10.05,0.0,0.0,0.0,0.0,182100,752800,0,0,0,10.05,0.0,0.0,0.0,0.0,182100,0,0,0,0,0.0,0
09:15:53.893774,1587604553894177,23994,1587604553892816,711965,24,2385,SZ,09:15:09.000,0,0.0,0.0,0,10.05,0.0,0.0,0.0,0.0,3170900,0,0,0,0,10.05,0.0,0.0,0.0,0.0,3170900,234550,0,0,0,0.0,0
09:16:02.891774,1587604562892863,23994,1587604562892753,738535,24,2385,SZ,09:15:18.000,0,0.0,0.0,0,10.05,0.0,0.0,0.0,0.0,3186100,0,0,0,0,10.05,0.0,0.0,0.0,0.0,3186100,436100,0,0,0,0.0,0
09:16:11.879774,1587604571880877,23994,1587604571880822,742592,24,2385,SZ,09:15:27.000,0,0.0,0.0,0,10.05,0.0,0.0,0.0,0.0,2663300,0,0,0,0,10.05,0.0,0.0,0.0,0.0,2663300,907500,0,0,0,0.0,0
09:16:20.881774,1587604580882023,23994,1587604580881221,746788,24,2385,SZ,09:15:36.000,0,0.0,0.0,0,10.05,0.0,0.0,0.0,0.0,2709000,0,0,0,0,10.05,0.0,0.0,0.0,0.0,2709000,993400,0,0,0,0.0,0
09:16:29.881774,1587604589882572,23994,1587604589882551,751422,24,2385,SZ,09:15:45.000,0,0.0,0.0,0,10.05,0.0,0.0,0.0,0.0,2746000,0,0,0,0,10.05,0.0,0.0,0.0,0.0,2746000,1168950,0,0,0,0.0,0
